title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr_rev,director_tr_rev,production_company_tr_roi,English,title_length,rel_month,rel_year
Zack and Miri Make a Porno,Comedy,False,24.0,42.105111,2.0,6.1,6.449332,102.0,14,13,577.333879,144.722772,1.0,True,21,September,2008
My Best Friend's Girl,Romance,False,20.0,36.620508,5.0,5.4,14.114135999999998,101.0,33,24,1690.193406,135.012601,2.770558683229814,True,18,September,2008
Lakeview Terrace,Drama,False,20.0,27.640028000000004,2.0,5.9,13.857624,110.0,17,17,3619.0810020000004,53.57955500000001,1.125727637037037,True,15,September,2008
Igor,Animation,False,25.0,30.0,2.0,5.6,9.369432000000002,87.0,24,5,949.113244,0.0,1.0,True,4,September,2008
Eagle Eye,Mystery,False,80.0,178.066569,4.0,6.3,14.324875,118.0,20,111,2427.299339,214.43386999999998,3.053095186728642,True,8,September,2008
Passengers,Drama,False,25.0,2.0,5.0,5.7,6.274736,93.0,16,24,1414.850976,0.0,2.3786802769119135,True,10,September,2008
Choke,Comedy,False,3.0,3.830137,6.0,6.0,7.589546,92.0,22,29,840.755234,0.0,3.8162138112184567,True,5,September,2008
How to Lose Friends & Alienate People,Comedy,False,27.0,17.286299,6.0,6.2,11.981531,110.0,27,34,143.61316599999998,0.021350000000001756,1.5628552,True,31,October,2008
Drona,Action,False,15.0,3.25,,2.6,0.758985,150.0,6,1,117.3033,0.0,1.0,False,5,October,2008
Nick and Norah's Infinite Playlist,Comedy,False,9.0,32.973937,4.0,6.4,12.992176,89.0,23,19,423.31775000000005,2.816116000000001,2.154146529217752,True,30,October,2008
Beverly Hills Chihuahua,Adventure,True,20.0,149.281606,1.0,4.9,9.569765,91.0,13,2,2958.2585449999997,866.753471,2.9581052098478615,True,21,October,2008
An American Carol,Comedy,False,20.0,7.0,1.0,4.1,2.151159,83.0,46,2,266.365588,571.649715,1.0,True,15,October,2008
City of Ember,Adventure,False,55.0,17.869048,2.0,6.2,8.061467,90.0,21,31,32.525918000000004,140.175006,1.1036225800000004,True,11,October,2008
The Express,Drama,False,40.0,9.793496,3.0,7.1,4.929912,130.0,8,13,1787.9728209999998,241.23187099999998,0.7440776333333333,True,10,October,2008
Body of Lies,Action,False,70.0,113.280098,3.0,6.5,12.886125,128.0,19,85,4880.615869,1888.826165,1.0,True,10,October,2008
Quarantine,Horror,True,12.0,40.855419,3.0,5.6,6.140116,89.0,16,11,97.508057,0.0,2.3984031254752853,True,10,October,2008
The Hurt Locker,Drama,False,15.0,42.0,6.0,7.2,9.403724,131.0,11,28,51.23065899999999,126.76934499999999,4.035072206488042,True,13,October,2008
Bride Flight,Drama,False,6.4,2.556911,1.0,6.9,2.065753,130.0,8,2,0.0,0.0,1.0,True,11,October,2008
Max Payne,Action,False,35.0,85.416905,6.0,5.2,10.08043,100.0,17,17,1650.963875,231.950716,3.6474863687499997,True,8,October,2008
Sex Drive,Comedy,False,19.0,18.755936,3.0,6.0,9.106146,109.0,11,33,0.0,0.0,3.889115938831946,True,8,October,2008
What Just Happened,Comedy,False,25.0,6.673422,4.0,5.2,10.510245,104.0,16,14,9132.18606,1222.923734,1.2133333333333334,True,16,October,2008
W.,Drama,False,25.1,29.506464,3.0,6.0,8.937049,131.0,18,3,1319.4044920000001,1088.3595779999998,1.0,True,2,October,2008
The Lazarus Project,Drama,False,9.75,0.5579999999999999,4.0,6.0,11.387338,99.0,32,80,1236.789098,0.0,1.0,True,17,October,2008
Saw V,Horror,True,10.8,113.857533,2.0,6.0,10.165499,92.0,12,13,755.1695460000001,0.0,2.5835868855721396,True,4,October,2008
While She Was Out,Action,False,6.0,0.39141,9.0,4.8,9.002146,108.0,7,33,898.0959680000001,0.0,1.0268688235294117,True,14,October,2008
Quantum of Solace,Adventure,True,200.0,586.0907269999999,1.0,6.1,13.678120000000002,106.0,32,17,1262.3060059999998,296.9474449999999,3.869798223612197,True,15,October,2008
Madagascar: Escape 2 Africa,Family,True,150.0,603.900354,1.0,6.2,12.668733,89.0,42,6,4633.935335,704.438534,2.63213152,True,24,October,2008
The Informers,Drama,False,18.0,0.382174,1.0,4.4,6.6750320000000025,98.0,23,5,1872.0815890000001,6.585516,1.0,True,12,November,2008
Dostana,Drama,False,10.0,20.0,1.0,6.4,2.5329580000000003,142.0,10,7,47.055469,0.0,1.0,False,7,November,2008
Vaaranam Aayiram,Drama,False,3.0,14.0,,7.5,0.5055890000000001,169.0,5,4,0.5,0.0,1.0,False,15,November,2008
Winter in Wartime,Drama,False,4.0,0.530048,5.0,6.8,3.92107,103.0,15,19,0.0,0.966214,1.0,False,15,November,2008
Australia,Drama,False,130.0,49.554002,5.0,6.3,9.566135,165.0,45,101,3660.9353869999995,360.45841900000005,4.873316343283582,True,9,November,2008
Two Lovers,Drama,False,12.0,3.148182,3.0,6.6,8.032616,110.0,47,14,2894.0305820000003,54.926886,0.8753346000000001,True,9,November,2008
Twilight,Adventure,True,37.0,392.616625,6.0,5.8,31.282029,122.0,26,3,283.33694599999995,18.012999999999977,3.511279683955896,True,8,November,2008
Bolt,Animation,False,150.0,309.979994,1.0,6.3,15.580915,98.0,16,156,2881.5215470000003,0.0,1.0,True,4,November,2008
The Curious Case of Benjamin Button,Fantasy,False,150.0,333.9320830000001,3.0,7.3,17.934821,166.0,37,155,6844.997053000001,978.5461339999999,2.7801118154359425,True,30,November,2008
Four Christmases,Comedy,False,80.0,163.733697,5.0,5.3,7.210383,88.0,25,20,3408.4745,0.0,2.397217021940703,True,15,November,2008
Milk,Other,False,20.0,54.586584,1.0,7.1,10.680121,128.0,13,6,3039.964091,381.565223,1.0,True,4,November,2008
Transporter 3,Action,True,30.0,108.979549,4.0,5.9,9.296824,104.0,11,6,538.138307,0.0,4.5170488275862075,True,12,November,2008
Doubt,Drama,False,20.0,50.907234,2.0,7.0,9.278263,104.0,45,26,3627.7187910000002,39.404261000000005,2.5200878000824534,True,5,November,2008
Morphine,Other,False,3.6,0.766075,1.0,6.2,0.6527470000000001,110.0,8,8,22.051236000000003,1.2316950000000002,1.2328817407407409,False,8,November,2008
Ong Bak 2,Adventure,True,8.5,8.936663000000003,1.0,5.9,8.553506,98.0,4,5,27.165596,0.0,1.0,False,7,December,2008
The New Year's Rate Plan,Romance,False,3.2,3.877492,1.0,5.6,0.314167,86.0,10,3,0.0,0.0,1.0,False,20,December,2008
Punisher: War Zone,Action,False,20.5,10.089373,6.0,5.6,8.333525999999999,102.0,17,96,538.931529,3.1543460000000003,3.3558671608265946,True,16,December,2008
Yes Man,Comedy,False,70.0,225.990978,4.0,6.4,9.756289,104.0,20,39,4633.696172,315.7478219999999,2.2030800664679586,True,6,December,2008
Gran Torino,Drama,False,33.0,269.958228,7.0,7.8,14.794228,116.0,51,74,1876.559764,1670.5548290000002,2.2240363798540144,True,10,December,2008
The Day the Earth Stood Still,Drama,False,80.0,233.093859,5.0,5.2,9.265322,104.0,18,72,4585.8999619999995,144.21646800000002,3.317824005102242,True,24,December,2008
Sleep Dealer,Drama,False,2.5,0.107559,1.0,6.0,3.750365,90.0,3,5,208.352725,0.0,0.0,True,11,December,2008
The Reader,Drama,False,32.0,113.01928999999998,9.0,7.2,7.931732000000001,124.0,26,29,4033.1704059999997,151.59783000000002,1.4845230892857146,True,9,December,2008
Inkheart,Adventure,False,60.0,57.490374,2.0,6.0,13.570926,106.0,20,27,2034.587286,149.853686,2.3901291760444927,True,8,December,2008
Ip Man,Drama,True,11.715578,21.888598,1.0,7.5,6.004257,108.0,13,8,23.367187,8.685526,0.0,False,5,December,2008
The Yellow Handkerchief,Drama,False,15.0,0.317,1.0,6.4,3.919317,102.0,5,3,1535.015871,6.408339,1.0,True,21,December,2008
Seven Pounds,Drama,False,55.0,168.167691,4.0,7.5,21.70826700000001,123.0,17,21,5755.069788999999,307.077295,2.156260009900648,True,11,December,2008
The Inhabited Island,Action,True,36.5,21.834845,4.0,5.4,2.047794,115.0,15,50,0.0,24.0,1.0,False,18,December,2008
Revolutionary Road,Drama,False,35.0,75.225693,6.0,6.8,12.265867,119.0,19,36,6026.721656000001,634.1880769999999,3.032410377871542,True,17,December,2008
The Tale of Despereaux,Adventure,False,60.0,50.877145,1.0,5.8,12.364579,93.0,18,76,8799.17468,0.0,1.0,True,19,December,2008
Nothing But the Truth,Drama,False,11.5,0.186702,2.0,6.9,8.719145,108.0,13,2,2692.612746,27.642707,0.0,True,18,December,2008
Bedtime Stories,Fantasy,False,80.0,212.874442,3.0,5.9,10.739419,99.0,71,4,2766.7813960000003,601.269718,2.974340800903734,True,14,December,2008
The Spirit,Action,False,60.0,39.031337,6.0,4.7,5.762005,103.0,15,24,3930.1589000000004,0.0,2.859059098228663,True,9,December,2008
Marley & Me,Comedy,True,60.0,244.082376,2.0,6.9,9.729748,115.0,36,75,2680.0950199999997,326.55109899999997,1.0,True,9,December,2008
Hipsters,Drama,False,15.0,16.810382999999998,1.0,6.2,2.587727,130.0,15,4,0.0,0.0,0.5033341304347827,False,8,December,2008
Valkyrie,Drama,False,75.0,200.276,4.0,6.7,8.635464,121.0,35,27,6488.383202999999,1118.473836,4.367576819494234,True,8,December,2008
Ghajini,Thriller,False,9.1,76.0,1.0,6.9,4.23908,183.0,12,8,89.33603099999999,0.5,1.0,False,7,December,2008
The Other Man,Drama,False,15.0,1.143856,1.0,5.1,4.6746620000000005,90.0,5,3,2396.734894,50.246595,1.0,True,11,December,2008
Defiance,Action,False,32.0,51.155219,5.0,6.7,13.990891,137.0,73,68,2279.126083,1071.340185,4.76721326923077,True,8,December,2008
Daybreakers,Fantasy,False,20.0,51.41646400000001,5.0,6.0,10.038613,98.0,16,67,4367.724535,0.0,2.888534548192771,True,11,January,2009
Red Cliff Part II,War,True,80.0,121.059225,3.0,7.1,7.309903,136.0,30,9,438.90818300000007,1327.009572,1.5909013953025226,False,14,January,2009
The Unborn,Horror,False,16.0,76.51405,4.0,4.8,7.108555,87.0,13,17,1873.148853,155.715479,1.7708680000000003,True,9,January,2009
Bride Wars,Comedy,False,30.0,114.663461,7.0,5.9,8.33501,89.0,28,4,1648.7650370000001,243.34698500000002,3.4308447384615386,True,9,January,2009
Paul Blart: Mall Cop,Action,True,26.0,183.293131,4.0,5.2,13.003122,91.0,122,30,626.9516339999999,417.17455299999995,2.163906034570044,True,17,January,2009
Brooklyn's Finest,Crime,False,17.0,29.536299,5.0,6.2,12.50422,133.0,21,77,3112.9985760000004,508.978473,1.0202859016580799,True,16,January,2009
Arundhati,Horror,False,2.915739,14.0,,5.6,0.558002,132.0,6,8,13.0,0.0,1.0,False,9,January,2009
Chandni Chowk To China,Action,False,10.5,9.4,1.0,5.3,1.970481,149.0,9,9,149.413406,13.200241,2.9011301373601763,False,19,January,2009
My Bloody Valentine,Mystery,True,15.0,100.734718,1.0,5.3,5.245883,101.0,16,18,166.388789,33.00033699999999,2.846949293193717,True,17,January,2009
Hotel for Dogs,Comedy,False,35.0,73.03446,2.0,5.7,6.317991999999999,100.0,16,6,353.18320500000004,0.0,3.0228544433451843,True,12,January,2009
I Love You Phillip Morris,Comedy,False,13.0,10.652035,1.0,6.4,5.773752,98.0,34,22,7914.305444,0.0,0.0,True,21,January,2009
The Girlfriend Experience,Comedy,False,1.7,1.007962,3.0,5.2,6.115298999999999,77.0,10,11,0.0,1707.923847,0.7856293170731707,True,23,January,2009
Underworld: Rise of the Lycans,Fantasy,True,35.0,91.353501,4.0,6.2,11.654958,92.0,19,24,322.84593199999995,0.0,1.6763524627363737,True,26,January,2009
Brothers,Drama,False,26.0,43.318349,5.0,6.8,9.108917,104.0,24,65,6468.33224,128.47718000000003,3.1927805125148985,True,8,January,2009
New in Town,Comedy,False,8.0,29.010817,5.0,5.2,12.357072,97.0,18,19,2151.575893,0.0,2.987961398348813,True,9,January,2009
The International,Drama,False,50.0,60.161391,4.0,6.0,6.583609,118.0,36,8,2032.511575,139.44790799999998,1.6625517608695655,True,16,February,2009
Beyond a Reasonable Doubt,Crime,False,25.0,4.388563,6.0,5.5,5.1991,105.0,35,15,2279.444571,533.8216070000001,1.0,True,22,February,2009
Like Dandelion Dust,Drama,False,2.5,0.35281,,6.7,1.6596919999999995,100.0,4,1,310.573667,0.0,1.0,True,17,February,2009
Confessions of a Shopaholic,Comedy,False,40.0,108.332743,2.0,6.1,8.198789,104.0,24,10,41.723168,436.383255,2.5717648060796647,True,24,February,2009
Coraline,Animation,False,60.0,124.596398,2.0,7.3,16.639915,100.0,8,79,1017.61497,109.96518999999998,3.5695168500000007,True,8,February,2009
My Life in Ruins,Comedy,False,17.0,20.455276,2.0,5.6,7.196689999999999,95.0,15,2,1887.6321719999999,489.740576,3.901594603967369,True,13,February,2009
He's Just Not That Into You,Comedy,False,40.0,177.25944099999995,3.0,6.2,8.376094,129.0,41,5,5952.002173,110.24409599999998,2.368738522899428,True,22,February,2009
Horsemen,Crime,False,20.0,1.017401,3.0,5.5,7.455953,90.0,15,3,2443.453635,0.0,4.104262833333333,True,8,February,2009
Push,Action,False,38.0,45.465299,3.0,5.9,11.596222,111.0,15,28,2314.251232,69.31013800000001,6.129587742187501,True,4,February,2009
Cheri,Drama,False,23.0,9.366227,18.0,5.9,4.1643620000000015,86.0,16,12,2127.242338,233.45885900000002,0.8345241610738254,True,5,February,2009
Friday the 13th,Horror,True,19.0,91.379051,1.0,5.7,14.20229,97.0,23,6,10.047674,137.894516,2.3890782668180255,True,13,February,2009
Billu,Comedy,False,5.75,10.0,2.0,6.5,1.355305,137.0,12,8,341.866712,0.000204000000000093,4.143675164835165,False,5,February,2009
District 13: Ultimatum,Action,True,15.0,8.786375,6.0,6.0,9.133996,101.0,12,40,19.168262,0.0,1.0,False,20,February,2009
Fired Up!,Comedy,False,20.0,18.599102,4.0,6.0,6.312206,90.0,24,5,157.027649,0.0,1.1587952193548388,True,8,February,2009
Crossing Over,Crime,False,25.0,1.037335,3.0,6.2,6.036408,113.0,15,2,6867.127129,9.5,5.670109958333333,True,12,February,2009
Street Fighter: The Legend of Chun-Li,Action,True,50.0,12.764201,2.0,3.9,6.6601880000000016,97.0,7,6,613.7555350000001,283.47223799999995,3.3122865893381883,True,32,February,2009
The Girl with the Dragon Tattoo,Drama,True,13.0,104.345682,10.0,7.4,9.858687,152.0,36,47,0.0,0.0,0.1396487899304661,False,26,February,2009
The Young Victoria,Drama,False,35.0,27.409889,1.0,7.1,8.437586999999999,105.0,21,18,566.240768,0.0,1.0,True,16,March,2009
Watchmen,Action,False,130.0,185.258983,6.0,7.0,16.551503,163.0,75,24,481.237397,524.9667999999999,2.7716369972379087,True,8,March,2009
Love and the City,Comedy,True,3.5,9.112193,,5.1,1.03513,88.0,9,2,0.0,9.713500000000002,1.0,True,14,March,2009
Pontypool,Horror,False,1.5,0.032,2.0,6.6,6.407207,93.0,13,15,0.0,0.33642800000000006,1.0,True,9,March,2009
City Island,Drama,False,6.0,6.670712,5.0,6.9,7.016044,104.0,11,24,938.593222,0.0,1.0,True,10,March,2009
17 Again,Comedy,False,20.0,136.267476,2.0,6.1,11.362762,102.0,49,54,522.493394,4.7774650000000065,2.400361693351997,True,7,March,2009
Race to Witch Mountain,Adventure,False,50.0,106.303988,2.0,5.4,8.176147,98.0,45,10,950.319742,181.769702,2.969887952106467,True,19,March,2009
The Last House on the Left,Crime,False,15.0,32.721635,3.0,6.2,13.634766,110.0,11,51,0.0,0.0,2.1174878705035973,True,21,March,2009
Drag Me to Hell,Horror,False,30.0,90.810892,5.0,6.2,15.809588,99.0,45,81,565.457624,2611.1091659999997,3.020430724935394,True,12,March,2009
The Twilight Saga: New Moon,Adventure,True,50.0,709.827462,5.0,5.6,30.121292,130.0,37,26,1086.8297519999999,736.717868,4.947352021822674,True,23,March,2009
Goemon,Action,False,9.0,16.0,1.0,6.8,5.074153,128.0,11,3,69.932387,1.5302159999999994,1.0,False,6,March,2009
Monsters vs Aliens,Animation,False,175.0,381.50987,1.0,6.0,14.243634,94.0,28,11,1865.8570849999999,0.0,3.1548330850000004,True,16,March,2009
12 Rounds,Action,True,20.0,17.280326000000002,5.0,5.7,13.591485,108.0,61,44,22.198003,952.923333,1.0,True,8,March,2009
Knowing,Action,False,50.0,155.44636200000005,6.0,5.9,9.806904,121.0,17,23,3482.970693,468.43523200000004,6.932763288384015,True,7,March,2009
Duplicity,Romance,False,78.146652,60.0,4.0,5.7,9.097953,125.0,34,52,4877.851103,92.99183499999998,3.020454043477486,True,9,March,2009
"I Love You, Man",Comedy,False,41.0,91.636986,3.0,6.5,12.929653,105.0,46,82,475.59040000000005,171.963386,1.0,True,12,March,2009
Chloe,Drama,False,15.0,8.459458,3.0,5.9,10.445867,96.0,19,25,4308.994893,3.263585000000001,1.0997288752616223,True,5,March,2009
The Boat That Rocked,Drama,False,50.0,36.348784,6.0,7.2,8.395617999999999,116.0,30,14,1055.891482,244.931766,2.999907937912716,True,17,April,2009
Fast & Furious,Action,True,85.0,363.164265,5.0,6.5,1.498902,107.0,48,123,2642.465182,175.965284,2.9867207671720095,True,12,April,2009
Iron & Blood: The Legend of Taras Bulba,Drama,False,25.0,16.815892,1.0,5.0,7.855488999999999,130.0,14,5,3.6118370000000013,0.0,0.747028105263158,True,32,April,2009
Ayan,Action,False,3.230939,18.0,1.0,6.7,1.937874,162.0,13,7,16.64085,0.0,1.5833333333333333,False,4,April,2009
Adventureland,Comedy,False,9.5,17.164376999999998,3.0,6.4,6.77887,107.0,25,24,1366.268416,121.46322599999999,2.7029959009898255,True,13,April,2009
Hannah Montana: The Movie,Comedy,False,35.0,155.545279,3.0,6.0,6.332878,102.0,15,41,309.979994,258.0170550000001,2.9624610272292045,True,22,April,2009
Crank: High Voltage,Action,True,20.0,34.560577,3.0,5.9,10.044642,96.0,96,86,1039.45781,42.931041,1.7438058472652218,True,17,April,2009
State of Play,Action,False,60.0,87.784194,5.0,6.7,8.905732,127.0,22,25,4329.915900999999,61.91377200000001,2.9992788970222692,True,11,April,2009
City of Life and Death,Drama,False,12.0,10.652498,5.0,7.6,7.216102999999999,132.0,5,12,0.0,0.0,1.9668435555555557,False,18,April,2009
The Soloist,Drama,False,60.0,31.720158,6.0,6.6,11.328316,109.0,12,21,2680.12082,250.414008,1.9506957881355933,True,10,April,2009
Obsessed,Drama,False,20.0,73.83034,1.0,5.1,7.175153999999999,108.0,9,7,882.0316870000001,0.0,0.6539001841004183,True,8,April,2009
Beautiful,Drama,False,1.5,0.056,1.0,4.6,2.713961,97.0,9,11,179.265204,0.0,1.0,True,9,April,2009
S. Darko,Thriller,True,4.0,4.1,3.0,3.6,7.959964999999999,103.0,26,18,316.938981,0.0,0.005092133333333315,True,7,April,2009
X-Men Origins: Wolverine,Adventure,True,150.0,373.062864,8.0,6.2,1.456541,107.0,63,8,2249.827074,34.628641000000016,2.0947704809236947,True,22,April,2009
Enter the Void,Fantasy,False,13.0,0.754249,2.0,7.2,8.378149,161.0,8,20,0.0,0.0007920000000000149,9.650464872727273,True,12,May,2009
Star Trek,Science Fiction,True,150.0,385.680446,4.0,7.4,15.362632,127.0,168,24,689.981483,397.85001199999994,2.7572838847703633,True,8,May,2009
The Grudge 3,Mystery,True,5.0,38.61000900000001,3.0,5.3,10.510468,90.0,10,35,0.0,0.12419100000000327,7.265723507246376,True,10,May,2009
Up,Animation,False,175.0,735.0990820000002,1.0,7.8,19.330884,96.0,16,91,544.952342,562.8162560000001,8.463815130841121,True,2,May,2009
Angels & Demons,Thriller,True,150.0,356.613439,4.0,6.5,22.211558,138.0,47,107,9919.074623,2886.336597,2.1950760197007955,True,13,May,2009
Fish Tank,Drama,False,3.0,2.357852,4.0,6.9,6.070216,123.0,29,24,6.708471000000001,1.128345,1.6996055439691444,True,8,May,2009
99,Comedy,False,3.0,6.6,1.0,5.6,0.3286679999999999,141.0,9,14,16.502150999999998,0.0,1.0,False,2,May,2009
"Police, Adjective",Drama,False,1.08936,0.048298,5.0,6.1,0.663231,115.0,15,2,1.185783,0.0,0.0,False,16,May,2009
Agora,Adventure,False,70.0,39.041505,7.0,6.9,8.029671,127.0,73,51,1347.1292760000001,41.55051,1.0,True,5,May,2009
Antichrist,Drama,False,11.0,0.791867,24.0,6.4,7.7696070000000015,108.0,3,38,1864.02686,61.198166,0.4163785532127477,False,10,May,2009
Night at the Museum: Battle of the Smithsonian,Adventure,True,150.0,413.10617,6.0,5.9,15.417181,105.0,42,16,6289.944543,919.227903,3.286330673155069,True,39,May,2009
Terminator Salvation,Action,True,200.0,371.353001,4.0,5.9,16.507496,115.0,15,55,1825.1121040000003,566.826697,2.1991832089510903,True,19,May,2009
Mother,Crime,False,5.0,17.112713,1.0,7.6,5.030112,128.0,8,4,1.5000000001208491e-05,88.489643,1.0,False,6,May,2009
The Proposal,Comedy,False,40.0,317.375031,3.0,6.7,8.058337,108.0,71,26,2780.041448,274.45416600000004,2.702860901011089,True,11,June,2009
Away We Go,Drama,False,17.0,14.899417,3.0,6.7,6.590093,98.0,17,43,111.11078700000002,709.4137699999999,1.0,True,8,June,2009
The Hangover,Comedy,True,35.0,459.27061900000007,4.0,7.2,23.947351,100.0,87,21,18.31590299999999,394.88594599999993,0.7226174802631582,True,11,June,2009
Land of the Lost,Adventure,False,100.0,68.68883100000001,4.0,5.4,7.642063,102.0,18,27,1232.1291890000002,706.2785299999999,2.988760481131454,True,13,June,2009
Tidal Wave,Action,False,16.0,11.301649,3.0,6.4,4.136356,120.0,13,13,0.0,0.0,1.0,False,9,June,2009
A Perfect Getaway,Thriller,False,14.0,22.852638,5.0,6.2,11.017008,98.0,12,25,1523.046417,183.614326,0.5904652538461539,True,15,June,2009
Saint John of Las Vegas,Comedy,False,3.8,0.111731,,5.9,2.894924,84.0,6,1,465.195041,0.0,1.0,True,19,June,2009
The Taking of Pelham 1 2 3,Thriller,False,100.0,150.166126,5.0,6.2,15.09911,106.0,22,19,5963.831058,1811.6415299999999,2.189199517400537,True,20,June,2009
