title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr_rev,director_tr_rev,production_company_tr_roi,English,title_length,rel_month,rel_year
Good Luck Chuck,Comedy,False,25.0,59.192128,6.0,5.6,7.456047,101.0,25,24,1011.045563,0.0,2.952033261261261,True,13,September,2007
Things We Lost in the Fire,Drama,False,16.0,2.849142,4.0,6.7,11.446274,113.0,10,37,2693.525169,5.405313,3.095414540197226,True,21,September,2007
Before the Devil Knows You're Dead,Crime,False,18.0,25.005257,5.0,6.9,9.309967,117.0,16,23,2140.810501,269.517477,0.06040694915254231,True,29,September,2007
The Edge of Heaven,Drama,False,3.8,17.804565,9.0,6.6,10.083019,122.0,7,28,0.025460999999999956,11.030860999999998,1.0,False,15,September,2007
The Game Plan,Comedy,False,22.0,147.880543,3.0,6.0,9.627676,110.0,15,9,593.093654,33.88915900000001,2.8990660000962842,True,11,September,2007
Michael Clayton,Drama,False,25.0,92.991835,3.0,6.6,7.857078,119.0,18,16,2693.858591,0.0,1.9240638190552444,True,14,September,2007
The Darjeeling Limited,Adventure,False,16.0,24.377151,2.0,7.1,6.493474,91.0,23,16,2636.538465,123.905775,2.437681069806452,True,20,September,2007
I'm Not There.,Drama,False,20.0,4.001121,9.0,6.6,9.351557,135.0,18,16,3603.860788,30.69122600000001,1.0,True,12,October,2007
My Name Is Bruce,Comedy,False,1.5,0.173066,2.0,5.9,8.708789,86.0,7,3,35.32464,0.0,1.0,True,13,October,2007
Love in the Time of Cholera,Drama,False,45.0,4.607608,2.0,6.5,5.20735,139.0,14,16,454.32673,1206.6285799999998,2.3776378570591903,True,22,October,2007
The Heartbreak Kid,Comedy,False,60.0,127.76665,4.0,5.7,9.149612,116.0,14,10,3168.582773,783.12548,0.18129214666666674,True,16,October,2007
Assembly,Action,False,16.0,34.78696,1.0,7.1,7.404835,124.0,16,4,0.0,0.0,1.0,True,8,October,2007
Why Did I Get Married?,Comedy,True,15.0,55.184721,1.0,6.1,2.016044,113.0,9,2,208.05525500000002,88.840767,3.626710268112569,True,18,October,2007
Lars and the Real Girl,Comedy,False,12.0,11.293663,3.0,7.1,8.025117999999999,106.0,15,14,436.879508,0.0,0.026056021052631564,True,18,October,2007
The Kite Runner,Drama,False,20.0,73.27604699999998,10.0,7.3,5.970067,128.0,16,16,0.0,223.67139799999998,3.0798941775561097,True,13,October,2007
30 Days of Night,Horror,True,30.0,75.505973,4.0,6.2,8.764548,113.0,42,49,985.033761,7.022209000000004,2.094628683099192,True,13,October,2007
Boj S Tenyu 2: Revansh,Action,True,6.0,11.1719,1.0,5.6,0.4710859999999999,135.0,7,2,24.788499,0.0,1.0,False,18,October,2007
Gone Baby Gone,Crime,False,19.0,34.619699,2.0,7.2,6.148516000000001,113.0,15,78,2507.0639280000005,0.0,2.662428113324703,True,12,October,2007
Funny Games,Horror,False,15.0,7.938872,4.0,6.3,6.841586,112.0,10,19,1550.017831,45.89661699999999,0.7988661627906977,True,10,October,2007
Lions for Lambs,Action,False,35.0,63.215872,6.0,6.0,5.80986,92.0,8,17,8979.977965,269.78328400000004,2.7729479030303033,True,13,October,2007
Saw IV,Horror,True,10.0,139.352633,2.0,5.9,12.233863,93.0,21,21,337.11164700000006,316.801908,3.628638854891978,True,5,October,2007
Jab We Met,Drama,False,2.3,4.6,1.0,7.2,3.959411,145.0,9,9,28.605961999999998,0.0,1.0,False,8,October,2007
Dan in Real Life,Comedy,False,25.0,68.377859,3.0,6.5,8.936547000000003,98.0,20,12,1327.818057,0.0,2.7353530582853267,True,13,October,2007
Bee Movie,Family,False,150.0,287.594577,3.0,5.7,8.774374,91.0,25,21,1842.416283,0.0,4.292465587499999,True,8,October,2007
Королёв,Drama,False,6.0,0.031,,1.0,0.292296,,1,2,0.0,0.0,1.0,False,7,October,2007
American Gangster,Drama,False,100.0,266.465037,5.0,7.4,9.644542,157.0,110,60,3587.320513,1622.361128,2.362514993357801,True,16,November,2007
Fred Claus,Action,False,100.0,97.838349,4.0,5.5,5.502098,116.0,17,43,2149.662297,373.500228,2.425874128983308,True,9,November,2007
Beowulf,Adventure,False,70.0,195.735876,4.0,5.5,9.951195,115.0,30,60,3662.1474080000007,3274.789463,2.790502340819232,True,7,November,2007
Om Shanti Om,Comedy,False,9.1,37.707444,1.0,7.2,4.384156,170.0,27,9,257.091561,0.0,1.0,False,10,November,2007
No Country for Old Men,Crime,False,25.0,171.6,4.0,7.7,15.565484,122.0,17,41,3218.5354230000003,339.025313,2.6539021433350873,True,18,November,2007
P2,Horror,False,8.0,7.76624,1.0,5.7,9.276709,98.0,12,12,258.62103800000006,0.0,4.126626499696368,True,2,November,2007
P.S. I Love You,Drama,False,30.0,156.83533899999995,3.0,7.0,10.304881,126.0,23,18,1651.58946,54.07357400000001,1.0,True,12,November,2007
How About You...,Comedy,False,9.0,0.706,,6.2,1.139949,100.0,8,2,145.194378,0.0,1.0,True,14,November,2007
Enchanted,Comedy,False,85.0,340.487652,4.0,6.6,11.447798,107.0,15,24,290.965487,666.960368,2.9154416605195874,True,9,November,2007
Hitman,Action,True,24.0,99.965753,6.0,5.9,13.765241,89.0,11,17,1103.9958020000001,0.0,3.3246517678563423,True,6,November,2007
August Rush,Family,False,25.0,66.122026,3.0,7.2,8.874048,114.0,59,31,784.655137,0.0,2.8887421203622723,True,10,November,2007
The Mist,Science Fiction,False,18.0,57.09619,2.0,6.7,8.435642,126.0,44,59,712.539034,350.25902700000006,1.0,True,7,November,2007
Whisper,Crime,False,12.0,5.285197,6.0,6.2,10.425288,94.0,13,15,0.0,0.0,3.0590245318041065,True,7,November,2007
Awake,Thriller,False,86.0,14.373825,3.0,6.3,7.076061999999999,84.0,20,47,2582.3655900000003,0.0,1.9562672638888887,True,5,November,2007
The Golden Compass,Adventure,False,180.0,372.234864,4.0,5.8,11.481379,113.0,29,32,2207.0362079999995,364.48300399999994,2.3484062765072085,True,16,December,2007
Juno,Comedy,False,7.5,231.411584,2.0,7.0,11.791591,96.0,30,72,563.6510369999999,24.79350900000003,2.3968840276023418,True,4,December,2007
Alvin and the Chipmunks,Comedy,True,60.0,361.366633,4.0,5.5,11.805233,92.0,16,24,180.228797,175.285621,0.0,True,20,December,2007
National Treasure: Book of Secrets,Action,True,130.0,457.363168,6.0,6.1,12.854373,124.0,52,21,4968.713926,906.109693,2.9331930056842364,True,30,December,2007
I Am Legend,Drama,False,150.0,585.3490099999998,6.0,6.9,11.379355,101.0,13,23,4213.081182,230.884728,2.1287781474209653,True,9,December,2007
Virgin Territory,Adventure,False,38.0,5.410749,6.0,4.3,6.100498,93.0,12,9,1516.716905,0.0,2.4253853729603727,True,15,December,2007
Charlie Wilson's War,Comedy,False,75.0,119.00041,3.0,6.5,9.979162,102.0,17,10,10324.709044000001,686.91318,3.0549232748379027,True,18,December,2007
Sweeney Todd: The Demon Barber of Fleet Street,Drama,False,50.0,152.0,5.0,7.0,10.038401,116.0,15,29,5329.887203,2249.240847,2.886311993696573,True,39,December,2007
Taare Zameen Par,Drama,False,2.6,28.43,4.0,7.7,6.093304,165.0,10,9,60.40603099999999,0.0,1.5576923076923077,False,14,December,2007
Walk Hard: The Dewey Cox Story,Comedy,False,35.0,18.31715100000001,2.0,6.6,7.219935,96.0,39,13,422.95810900000004,2.2455360000000013,2.582984926118201,True,25,December,2007
The Irony of Fate. The Sequel,Comedy,True,5.0,55.635037,1.0,4.7,1.792402,125.0,10,4,70.862717,70.862717,1.0,False,24,December,2007
The Water Horse,Fantasy,False,40.0,103.071443,4.0,6.3,5.083211,112.0,20,6,246.78325700000005,93.69978099999996,1.627406786764706,True,13,December,2007
The Bucket List,Drama,False,45.0,175.372502,3.0,7.0,9.070643,97.0,22,77,4648.329484,756.3040120000001,1.0,True,13,December,2007
Aliens vs Predator: Requiem,Fantasy,True,40.0,41.797066,4.0,4.9,10.793324,94.0,40,67,0.0,0.0,3.328330599846128,True,24,December,2007
The Great Debaters,Drama,False,15.0,30.226144,3.0,6.9,8.735448,126.0,49,24,3162.672152,23.367586,1.5448630935828878,True,16,December,2007
There Will Be Blood,Drama,False,25.0,77.208711,3.0,7.9,8.200627,158.0,24,37,396.91189,108.77595600000001,2.7093658176257804,True,16,December,2007
Singh Is Kinng,Action,False,14.0,25.0,1.0,5.3,1.369086,135.0,12,27,131.798426,36.5,1.0,False,12,January,2008
Wild Child,Comedy,False,20.0,21.972336,4.0,6.4,10.420849,98.0,19,12,46.944719000000006,0.0,3.0406901895150105,True,9,January,2008
Welcome to the Sticks,Comedy,False,11.0,53.191886,9.0,6.7,7.250134,106.0,15,21,2.0000000020559128e-06,0.0,1.0,False,18,January,2008
27 Dresses,Comedy,False,30.0,160.259319,3.0,6.1,10.342202,111.0,31,52,750.5329260000001,114.19484699999998,2.1009158885077186,True,9,January,2008
Asterix at the Olympic Games,Fantasy,True,97.2504,132.9,12.0,5.0,9.671944,116.0,26,23,149.85124700000003,0.0,0.8364931111111105,False,24,January,2008
Cloverfield,Action,False,25.0,170.764026,2.0,6.4,12.868098,85.0,57,84,37.597470999999985,0.0,2.7905455815185185,True,11,January,2008
Assassination of a High School President,Comedy,False,11.5,0.069564,2.0,6.1,6.67905,93.0,24,41,4750.075699999999,0.0,2.627670391666667,True,35,January,2008
Transsiberian,Thriller,False,15.0,5.92641,9.0,6.5,12.497651,111.0,16,23,740.499675,9.265712,1.0,True,13,January,2008
Sunshine Cleaning,Comedy,False,5.0,16.174377,3.0,6.5,9.098119,102.0,20,11,875.311202,10.0,1.0,True,16,January,2008
Paris,Drama,False,19.0,23.55,7.0,6.5,4.249948000000002,130.0,22,8,558.253051,27.6251,0.6959939381400835,False,5,January,2008
Untraceable,Drama,False,35.0,32.48341,3.0,5.9,7.85217,101.0,18,25,919.092896,319.595976,1.7898672376111815,True,11,January,2008
Meet the Spartans,Comedy,False,30.0,84.646831,2.0,3.8,6.416753,84.0,10,14,539.592515,135.41399,1.5553654676898223,True,15,January,2008
Rambo,Action,True,50.0,113.24429,5.0,6.4,9.91556,92.0,19,32,3143.18384,998.455196,0.019765019456712097,True,5,January,2008
Let the Right One In,Horror,False,4.0,10.785801,1.0,7.5,7.2742369999999985,115.0,15,12,0.0,0.0,1.0,False,16,January,2008
Changeling,Crime,False,55.0,113.020255,3.0,7.3,11.672394,141.0,74,32,2520.851169,1557.534574,2.382327959287159,True,10,January,2008
Vantage Point,Drama,False,40.0,151.16149099999996,5.0,6.3,7.001645,90.0,29,11,2167.3264569999997,0.0,2.0967710938165185,True,12,February,2008
The Eye,Drama,True,12.0,56.309766,2.0,5.5,8.233661999999999,98.0,12,21,999.393182,0.0,4.7896331000000005,True,6,February,2008
Role Models,Comedy,False,28.0,92.380927,6.0,6.4,7.646215,99.0,29,62,946.255102,0.2952059999999932,3.0356827944727423,True,10,February,2008
Fool's Gold,Romance,False,70.0,111.231041,2.0,5.4,9.4548,112.0,17,25,2423.9336279999998,643.910044,2.9345028499999994,True,10,February,2008
Kung Fu Dunk,Action,False,10.0,22.896728,3.0,5.0,8.406056,100.0,16,2,10.945941000000001,0.0,1.0,True,10,February,2008
Welcome Home Roscoe Jenkins,Comedy,False,35.0,43.650785,2.0,5.7,4.386145,114.0,12,2,2940.2711529999997,76.178253,3.036631025473652,True,24,February,2008
Surveillance,Horror,False,3.5,1.115493,3.0,6.0,6.804406,97.0,20,25,2008.4576249999998,1.7963890000000002,0.0,True,12,February,2008
In Bruges,Comedy,False,15.0,34.533783,5.0,7.4,9.895652,107.0,24,25,2758.6250819999996,0.0,1.0,True,8,February,2008
Julia,Drama,False,6.0,1.3,2.0,7.2,2.002032,138.0,8,8,243.88067099999998,0.0,1.0,True,5,February,2008
Jumper,Adventure,False,85.0,222.231186,3.0,5.9,11.03897,88.0,21,89,4524.3984359999995,725.1992880000001,4.818221773333333,True,6,February,2008
Step Up 2: The Streets,Music,True,23.0,150.8167,3.0,6.5,7.667578999999999,98.0,13,38,0.0,0.0,3.760354364636076,True,18,February,2008
The Spiderwick Chronicles,Adventure,False,90.0,162.839667,2.0,6.3,11.133784,95.0,9,99,1655.09173,353.17816100000005,2.8021227998289,True,23,February,2008
Jodhaa Akbar,Action,False,8.3768,13.0,2.0,7.6,12.237488,213.0,9,10,173.919683,8.100000000000001,1.0,False,11,February,2008
Taken,Action,True,25.0,226.83056800000003,9.0,7.2,16.367481,93.0,35,30,2357.1671800000004,9.584131000000014,3.3117956843844274,True,5,February,2008
"10,000 BC",Adventure,False,105.0,266.0,5.0,5.1,13.99377,109.0,42,75,105.65817199999998,2152.1175679999997,2.1907532127659572,True,8,February,2008
Justice League: The New Frontier,Action,False,3.5,5.231128,3.0,6.6,7.031719,75.0,15,8,93.756925,0.0,1.0,True,28,February,2008
The Bank Job,Thriller,False,20.0,64.822796,5.0,6.6,8.732700999999999,112.0,27,56,444.977298,670.4633670000001,3.5940151510791374,True,10,February,2008
Horton Hears a Who!,Animation,False,85.0,297.138014,3.0,6.3,8.326699000000001,88.0,26,18,4454.776905,0.0,3.3377535034758545,True,16,March,2008
Never Back Down,Drama,True,20.0,41.627431,3.0,6.5,14.753931,115.0,16,66,72.028752,10.047674,4.460117764796745,True,13,March,2008
The Wave,Drama,False,7.5,19.0,1.0,7.5,6.010332,107.0,31,9,88.56766599999997,3.7642190000000006,1.2489592006661119,False,7,March,2008
Stargate: The Ark of Truth,Adventure,True,7.0,8.9,2.0,6.9,9.218164,97.0,10,21,0.0,0.0,1.5783219885859234,True,22,March,2008
Doomsday,Action,False,30.0,22.211426,6.0,5.8,13.436535999999998,108.0,56,93,580.5620190000001,0.0,1.347788011904762,True,8,March,2008
Leatherheads,Comedy,False,58.0,41.299492,4.0,5.7,9.37102,114.0,14,29,4563.596256,87.613805,3.0357124196960887,True,12,March,2008
21,Drama,False,35.0,69.823199,2.0,6.5,8.33756,123.0,13,22,1950.6148990000002,313.50469499999997,2.0957529244357027,True,2,March,2008
Superhero Movie,Action,False,35.0,25.871834,1.0,4.9,7.876483,85.0,16,18,277.120678,0.0,2.669980995555842,True,14,March,2008
Stop-Loss,Drama,False,25.0,11.20713,4.0,6.1,5.430566000000002,113.0,89,19,581.507381,11.540607000000001,2.7807434738852574,True,9,March,2008
A Whole Life Ahead,Romance,False,5.94,4.25,2.0,6.5,3.372144,117.0,11,5,0.0,0.0,0.09481038461538462,False,15,March,2008
The Red Baron,Action,False,18.0,0.040239,1.0,6.4,4.918419,120.0,13,16,561.372899,0.0,1.0,False,11,March,2008
Nim's Island,Adventure,True,37.0,100.076342,1.0,5.6,7.558125,96.0,23,19,2492.101378,0.0,2.2931177166666665,True,11,April,2008
Street Kings,Action,True,20.0,65.569869,4.0,6.3,13.246795,109.0,48,16,4837.068044,5.967038000000002,2.980039385720595,True,11,April,2008
Smart People,Comedy,False,7.0,10.569964,8.0,5.8,3.756539,95.0,13,18,2015.5957779999999,0.0,2.714293602297659,True,11,April,2008
Forgetting Sarah Marshall,Comedy,False,30.0,105.173115,2.0,6.4,15.106676,111.0,26,9,36.32160000000002,0.0,3.0186046654442746,True,23,April,2008
The Forbidden Kingdom,Action,False,55.0,127.906624,4.0,6.3,6.997601,104.0,15,25,2008.746439,652.382439,1.1415322312499998,True,19,April,2008
Expelled: No Intelligence Allowed,Documentary,False,3.5,7.7,1.0,4.1,1.787297,90.0,4,3,0.0,0.0,1.0,True,30,April,2008
Baby Mama,Comedy,False,30.0,63.833449,2.0,5.8,10.901355,99.0,19,10,177.446876,0.0,1.0,True,8,April,2008
Deception,Thriller,False,25.0,17.741298,5.0,5.7,7.720728999999999,107.0,28,42,5311.485827,0.0,0.18896164,True,9,April,2008
Outlander,Fantasy,False,50.0,7.033683,5.0,6.1,14.611182,115.0,16,52,984.238074,0.0,0.0,True,9,April,2008
Harold & Kumar Escape from Guantanamo Bay,Comedy,True,12.0,43.493123,1.0,6.2,13.065315,107.0,19,7,166.195852,0.0,2.343788483361552,True,35,April,2008
"War, Inc.",Action,False,5.0,1.296184,,5.6,4.800426,106.0,23,3,1632.549128,0.0,1.0,True,8,April,2008
Iron Man,Action,True,140.0,585.174222,2.0,7.4,22.073099,126.0,87,21,1433.093769,243.19607899999994,2.7745709986321363,True,7,April,2008
Made of Honor,Comedy,False,40.0,84.601681,2.0,6.0,6.417385,101.0,22,24,739.677197,4.916871,2.0951671006894794,True,11,May,2008
The Boy in the Striped Pyjamas,War,False,12.5,20.416563,3.0,7.7,8.912738000000003,94.0,19,55,26.065046000000006,0.0,2.7099249608073617,True,25,May,2008
What Happens in Vegas,Comedy,False,35.0,170.0,6.0,5.8,10.054226,99.0,14,11,5268.192601000001,2.1000000003823516e-05,3.340137131021792,False,18,May,2008
Speed Racer,Action,False,120.0,93.945766,6.0,5.7,7.134167999999999,135.0,26,26,965.8080659999999,1163.587912,2.2130989993660855,True,10,May,2008
Sex and the City,Comedy,True,65.0,415.252786,3.0,6.0,9.170332,145.0,25,27,443.40283800000014,0.0,2.3479479928056874,True,13,May,2008
Slumdog Millionaire,Drama,False,15.0,377.910544,4.0,7.6,11.258181,120.0,15,59,36.5,281.8698,2.995503320505109,True,18,May,2008
Blindness,Drama,False,25.0,19.844979,13.0,6.4,7.462378,121.0,17,31,2248.892353,113.10844,0.2498791578947369,True,9,May,2008
The Chronicles of Narnia: Prince Caspian,Adventure,True,225.0,419.651413,7.0,6.3,12.490891,150.0,21,83,1497.613914,2153.054933,4.6872194396551725,True,35,May,2008
Indiana Jones and the Kingdom of the Crystal Skull,Adventure,True,185.0,786.636033,2.0,5.7,12.577266,122.0,38,14,8023.514296,7296.343052,9.384515339134225,True,42,May,2008
Il Divo,Drama,False,7.275,11.260366,1.0,7.5,7.728333,110.0,73,2,0.0,0.0,1.0,False,6,May,2008
The Strangers,Thriller,False,9.0,82.391145,3.0,6.0,8.845536,86.0,8,59,279.164864,0.0,1.1879440263157899,True,12,May,2008
Kung Fu Panda,Adventure,True,130.0,631.74456,1.0,6.9,16.897541,90.0,26,12,4830.375298999999,0.0,0.2190693333333333,True,11,June,2008
JCVD,Drama,False,6.0,0.276891,10.0,6.6,6.670933,96.0,8,18,571.7469930000001,0.0,2.678999952471483,False,4,June,2008
You Don't Mess with the Zohan,Comedy,False,90.0,201.596308,4.0,5.5,13.116461,113.0,183,37,2349.4914510000003,532.446965,2.0952982331088017,True,24,June,2008
Admiral,Drama,False,2.0,38.13587800000001,1.0,6.8,3.462653,123.0,18,11,237.76782799999995,0.0,1.0,False,7,June,2008
The Happening,Thriller,False,60.0,163.403799,5.0,4.9,6.22229,91.0,22,19,3509.750399,1628.155019,2.230423964573269,True,12,June,2008
The Incredible Hulk,Science Fiction,False,150.0,163.712074,4.0,6.1,19.125537,114.0,68,24,1392.737659,179.967684,3.0204528325628845,True,17,June,2008
Wanted,Action,True,75.0,258.270008,9.0,6.4,12.457896,110.0,18,27,5380.861844,126.49775399999999,2.984542895452802,True,6,June,2008
Get Smart,Action,False,80.0,230.685453,8.0,6.0,11.35779,110.0,58,103,2348.592837,789.6384889999999,2.1606940790839695,True,8,June,2008
The Love Guru,Comedy,False,62.0,41.819064,3.0,4.3,6.2586660000000025,87.0,19,17,4090.454344,0.0,2.795091912976126,True,11,June,2008
WALL·E,Animation,False,180.0,521.3118599999998,3.0,7.8,16.088366,98.0,32,52,164.43386699999996,940.335536,2.960188488661005,True,6,June,2008
Waltz with Bashir,Drama,False,2.0,11.125849,3.0,7.8,7.636625,90.0,4,11,0.0,0.0,1.0,False,15,June,2008
Hancock,Fantasy,False,150.0,624.029371,7.0,6.2,11.017324,92.0,33,27,5725.544549,238.72938299999998,2.0974143418807283,True,7,July,2008
The Mummy: Tomb of the Dragon Emperor,Adventure,True,145.0,401.128639,5.0,5.2,14.250227,112.0,15,17,2846.640475,934.666017,2.988776271570278,True,31,July,2008
Mamma Mia!,Comedy,True,52.0,609.841637,5.0,6.4,10.534437,108.0,26,14,3988.4634290000004,0.0,2.9848810532781895,True,9,July,2008
The Children of Huang Shi,Drama,False,40.0,7.4,5.0,6.5,14.622493,125.0,4,2,665.648512,633.548939,15.864370285714285,False,21,July,2008
Nirvana,Drama,False,2.0,0.273137,,4.7,0.679141,93.0,6,1,0.0,0.0,1.0,False,7,July,2008
The Wackness,Drama,False,6.0,2.899975,2.0,6.2,5.598338,99.0,15,7,1050.861572,0.0,1.0,True,11,July,2008
Love Story 2050,Science Fiction,False,20.0,5.0,1.0,3.6,0.304988,171.0,5,2,16.383082,0.0,1.0,False,13,July,2008
Jaane Tu... Ya Jaane Na,Drama,False,2.3,11.1,1.0,6.7,1.970054,155.0,12,4,5.333333000000001,0.0,1.0,True,19,July,2008
Meet Dave,Comedy,False,60.0,50.650079,6.0,5.1,11.542926,90.0,16,38,5988.492792,209.381662,3.349503287015386,True,8,July,2008
Red Cliff,Adventure,True,80.34100000000002,127.814609,3.0,7.1,11.867516,150.0,28,40,218.229629,1199.194963,1.0,False,8,July,2008
Journey to the Center of the Earth,Action,True,45.0,101.70206,2.0,5.8,10.419974,93.0,10,14,1757.22877,0.0,2.4178057474428694,True,28,July,2008
Hellboy II: The Golden Army,Adventure,True,85.0,160.388063,6.0,6.5,11.928661,120.0,11,14,972.0572550000002,369.526755,3.0394593946164337,True,23,July,2008
The Dark Knight,Drama,True,185.0,1004.558444,5.0,8.3,123.167259,152.0,134,81,2726.998297,637.381392,1.768158844036697,True,13,July,2008
Space Chimps,Animation,True,37.0,63.80034499999999,5.0,5.1,6.2127019999999975,81.0,17,8,950.5044780000001,0.0,1.0,True,11,July,2008
Kismat Konnection,Drama,False,4.18,11.0,1.0,5.0,1.506777,153.0,11,1,4.9559619999999995,0.0,1.0,False,16,July,2008
Ponyo,Animation,False,41.677699,187.479518,8.0,7.5,8.470945,100.0,24,14,0.0,690.485153,11.510486056644881,False,5,July,2008
The X Files: I Want to Believe,Drama,True,30.0,68.369434,4.0,5.5,9.863584,104.0,42,200,709.785681,0.0,3.32326407831007,True,24,July,2008
Step Brothers,Comedy,False,65.0,128.107642,5.0,6.5,8.579638000000001,98.0,16,23,1654.157891,253.540365,2.1465083075648215,True,12,July,2008
Brideshead Revisited,Drama,False,20.0,13.204291,8.0,6.2,11.069679,133.0,12,24,140.00318399999998,46.2071,1.9486928063815552,True,19,July,2008
Swing Vote,Drama,False,21.0,17.6,1.0,5.8,5.204249,120.0,28,30,2852.112903,0.0,2.735348107682097,True,9,August,2008
Star Wars: The Clone Wars,Thriller,False,8.5,68.282844,1.0,5.8,8.524857,98.0,15,9,0.0,0.0,8.210739083996454,True,21,August,2008
Bottle Shock,Comedy,False,5.0,4.040588,2.0,6.6,3.334353,110.0,12,3,2298.398314,26.659168,1.0,True,11,August,2008
Pineapple Express,Action,False,27.0,101.624843,2.0,6.6,8.461369,111.0,38,32,1992.138479,0.5580010000000044,2.144715562113093,True,16,August,2008
The Sisterhood of the Traveling Pants 2,Adventure,True,27.0,44.352417,,6.1,4.631978,117.0,25,3,175.461096,11.399999999999999,1.0,True,33,August,2008
Mutant Chronicles,Action,False,8.0,2.0331650000000003,4.0,5.1,6.603748,111.0,6,11,961.0793269999999,0.0,0.59844675,True,16,August,2008
The Midnight Meat Train,Mystery,False,15.0,3.533227,4.0,6.0,13.389735,98.0,11,11,191.188783,0.0,3.977201472268833,True,20,August,2008
Elegy,Drama,False,13.0,14.894347,1.0,6.4,6.829658,112.0,16,12,1336.469721,14.584321,1.687963729667812,True,5,August,2008
Tropic Thunder,Action,False,92.0,188.072649,4.0,6.5,8.980941,107.0,74,36,5973.424944,183.686627,3.0837515395540875,True,13,August,2008
Bachna Ae Haseeno,Drama,False,2.4,9.6,1.0,6.5,1.921026,153.0,9,8,37.707444,0.0,5.590099678800855,False,15,August,2008
Vicky Cristina Barcelona,Drama,False,15.0,96.408652,6.0,6.7,9.648539,96.0,23,8,765.400601,416.71011400000003,1.6229211619537274,True,22,August,2008
It's Alive,Horror,False,11.0,15.5,2.0,4.0,0.8688040000000001,80.0,13,9,36.100332,18.564087999999998,1.0,True,9,August,2008
Mirrors,Horror,True,35.0,72.43643900000002,5.0,6.0,8.612618,110.0,9,13,1000.0996729999999,69.623713,1.5853227760252366,True,7,August,2008
20th Century Boys - Chapter 1: Beginning of the End,Science Fiction,True,20.0,31.244858,2.0,6.7,1.889519,142.0,18,14,0.0,0.0,1.0,False,42,August,2008
Babylon A.D.,Action,False,70.0,72.10860799999998,8.0,5.4,9.273808,101.0,19,72,1914.487838,141.591324,1.0638011447307336,True,11,August,2008
The Rocker,Comedy,False,15.0,8.762889999999999,1.0,5.6,9.469873,102.0,22,5,260.881974,257.85012200000006,0.0,True,9,August,2008
Bangkok Dangerous,Action,False,45.0,42.48739000000001,7.0,5.0,6.576009,99.0,10,22,3331.225803,1.109659999999998,2.6857121599999996,True,16,August,2008
Death Race,Action,True,45.0,73.762516,6.0,6.0,13.530029999999998,105.0,13,57,695.1092140000001,437.60577,3.027817318837339,True,9,August,2008
The House Bunny,Romance,False,25.0,70.44294000000002,4.0,5.6,9.920106,97.0,22,33,882.818865,6.575282000000001,2.151552245910382,True,13,August,2008
Traitor,Drama,False,22.0,23.530831,4.0,6.6,7.8596059999999985,114.0,17,24,845.2494479999999,0.0,3.1589381428571426,True,7,August,2008
College,Comedy,False,7.0,6.230276,1.0,4.8,10.36168,94.0,19,1,25.871833999999996,0.0,1.5668829032328504,True,7,August,2008
Disaster Movie,Action,False,25.0,14.109284,3.0,3.1,11.634132,87.0,15,13,68.282844,220.060821,1.0,True,13,August,2008
RockNRolla,Action,False,18.0,25.739015,4.0,6.9,7.263988,114.0,17,17,316.38523499999997,88.05408600000001,1.0401846832128039,True,10,September,2008
Burn After Reading,Comedy,False,37.0,163.720069,5.0,6.5,13.206798999999998,96.0,64,28,6874.554209,510.625313,1.0,True,16,September,2008
"Surfer, Dude",Comedy,False,6.0,0.069497,,4.7,2.023166,85.0,8,7,1330.7515190000001,0.0,1.0,True,11,September,2008
A Wednesday!,Action,False,1.4,3.5,1.0,7.0,3.143929,103.0,20,10,0.0,0.0,1.4872780523521878,False,11,September,2008
"New York, I Love You",Comedy,False,14.7,8.049666,1.0,5.7,13.825651,103.0,38,22,2090.569464,0.0,1.0,True,16,September,2008
The Secret of Moonacre,Adventure,False,12.0,7.07033,7.0,6.2,12.01334,103.0,15,26,1608.908343,137.587063,5.175,True,19,September,2008
The Wrestler,Drama,False,6.0,44.703995,4.0,7.3,7.903956,109.0,74,44,622.007292,25.91615000000001,0.8995240592105263,True,11,September,2008
The Brothers Bloom,Adventure,False,20.0,5.530764,3.0,6.8,7.973126,114.0,25,20,2755.56661,3.9192540000000005,1.8012994653465348,True,16,September,2008
Pride and Glory,Thriller,False,30.0,31.148328000000006,5.0,6.3,5.844016000000001,130.0,18,19,4197.201318,65.726884,2.415939788702316,True,13,September,2008
Righteous Kill,Action,False,60.0,73.174566,5.0,5.9,7.0946240000000005,101.0,33,2,4411.631224999999,136.349385,0.5643713600000001,True,13,September,2008
Appaloosa,Drama,False,20.0,20.211394,3.0,6.3,12.392754,115.0,14,44,5729.367974000001,8.000000001118224e-06,2.4051616039284567,True,9,September,2008
The Women,Comedy,False,16.0,50.00754600000001,1.0,4.6,6.62363,114.0,11,1,842.0454829999998,0.0,2.3979255880983295,True,8,September,2008
Miracle at St. Anna,Drama,False,45.0,9.323833,4.0,6.3,11.221186,160.0,25,12,107.85331300000001,377.214272,1.0,True,16,September,2008
The Secret Life of Bees,Adventure,False,11.0,38.105395,4.0,7.4,6.390463,114.0,11,26,1638.574312,27.728117999999995,3.825872054080657,True,19,September,2008
Hitler's Kaput!,Comedy,False,3.0,9.7135,1.0,3.6,0.8782549999999999,99.0,16,2,0.0,0.0,1.0,False,14,September,2008
